Mod:Item:MetaData, Localized Name
appliedenergistics2:facade:0, Cable Facade - Mossy Temple Block
appliedenergistics2:facade:0, Cable Facade - Mossy Temple Block
appliedenergistics2:facade:0, Cable Facade - Block of Tin
appliedenergistics2:facade:0, Cable Facade - Block of Tin
appliedenergistics2:facade:0, Cable Facade - Block of Tin
appliedenergistics2:facade:0, Cable Facade - Block of Tin
appliedenergistics2:facade:0, Cable Facade - Block of Tin
appliedenergistics2:facade:0, Cable Facade - Block of Tin
appliedenergistics2:facade:0, Cable Facade - Block of Tin
appliedenergistics2:facade:0, Cable Facade - Tyrian
appliedenergistics2:facade:0, Cable Facade - Tyrian
appliedenergistics2:facade:0, Cable Facade - Tyrian
appliedenergistics2:facade:0, Cable Facade - Tyrian
appliedenergistics2:facade:0, Cable Facade - Tyrian
appliedenergistics2:facade:0, Cable Facade - Tyrian
appliedenergistics2:facade:0, Cable Facade - Tyrian
appliedenergistics2:facade:0, Cable Facade - Tyrian
appliedenergistics2:facade:0, Cable Facade - Tyrian
appliedenergistics2:facade:0, Cable Facade - Tyrian
appliedenergistics2:facade:0, Cable Facade - Tyrian
appliedenergistics2:facade:0, Cable Facade - Tyrian
appliedenergistics2:facade:0, Cable Facade - Tyrian
appliedenergistics2:facade:0, Cable Facade - Tyrian
appliedenergistics2:facade:0, Cable Facade - Tyrian
appliedenergistics2:facade:0, Cable Facade - Tyrian
appliedenergistics2:facade:0, Cable Facade - Block of Uranium
appliedenergistics2:facade:0, Cable Facade - Block of Uranium
appliedenergistics2:facade:0, Cable Facade - Block of Uranium
appliedenergistics2:facade:0, Cable Facade - Block of Uranium
appliedenergistics2:facade:0, Cable Facade - Block of Uranium
appliedenergistics2:facade:0, Cable Facade - Block of Uranium
appliedenergistics2:facade:0, Cable Facade - Block of Uranium
appliedenergistics2:facade:0, Cable Facade - Valentines' Block
appliedenergistics2:facade:0, Cable Facade - Valentines' Block
appliedenergistics2:facade:0, Cable Facade - Valentines' Block
appliedenergistics2:facade:0, Cable Facade - Valentines' Block
appliedenergistics2:facade:0, Cable Facade - Valentines' Block
appliedenergistics2:facade:0, Cable Facade - Valentines' Block
appliedenergistics2:facade:0, Cable Facade - Valentines' Block
appliedenergistics2:facade:0, Cable Facade - Valentines' Block
appliedenergistics2:facade:0, Cable Facade - Valentines' Block
appliedenergistics2:facade:0, Cable Facade - Valentines' Block
appliedenergistics2:facade:0, Cable Facade - Voidstone
appliedenergistics2:facade:0, Cable Facade - Voidstone
appliedenergistics2:facade:0, Cable Facade - Voidstone
appliedenergistics2:facade:0, Cable Facade - Voidstone
appliedenergistics2:facade:0, Cable Facade - Voidstone
appliedenergistics2:facade:0, Cable Facade - Voidstone
appliedenergistics2:facade:0, Cable Facade - Voidstone
appliedenergistics2:facade:0, Cable Facade - Voidstone
appliedenergistics2:facade:0, Cable Facade - Primal Voidstone
appliedenergistics2:facade:0, Cable Facade - Primal Voidstone
appliedenergistics2:facade:0, Cable Facade - Primal Voidstone
appliedenergistics2:facade:0, Cable Facade - Primal Voidstone
appliedenergistics2:facade:0, Cable Facade - Primal Voidstone
appliedenergistics2:facade:0, Cable Facade - Primal Voidstone
appliedenergistics2:facade:0, Cable Facade - Primal Voidstone
appliedenergistics2:facade:0, Cable Facade - Primal Voidstone
appliedenergistics2:facade:0, Cable Facade - Runed Voidstone
appliedenergistics2:facade:0, Cable Facade - Runed Voidstone
appliedenergistics2:facade:0, Cable Facade - Runed Voidstone
appliedenergistics2:facade:0, Cable Facade - Runed Voidstone
appliedenergistics2:facade:0, Cable Facade - Runed Voidstone
appliedenergistics2:facade:0, Cable Facade - Runed Voidstone
appliedenergistics2:facade:0, Cable Facade - Runed Voidstone
appliedenergistics2:facade:0, Cable Facade - Runed Voidstone
appliedenergistics2:facade:0, Cable Facade - Runed Voidstone
appliedenergistics2:facade:0, Cable Facade - Runed Voidstone
appliedenergistics2:facade:0, Cable Facade - Runed Voidstone
appliedenergistics2:facade:0, Cable Facade - Runed Voidstone
appliedenergistics2:facade:0, Cable Facade - Runed Voidstone
appliedenergistics2:facade:0, Cable Facade - Runed Voidstone
appliedenergistics2:facade:0, Cable Facade - Runed Voidstone
appliedenergistics2:facade:0, Cable Facade - Black Wool
appliedenergistics2:facade:0, Cable Facade - Black Wool
appliedenergistics2:facade:0, Cable Facade - Red Wool
appliedenergistics2:facade:0, Cable Facade - Red Wool
appliedenergistics2:facade:0, Cable Facade - Green Wool
appliedenergistics2:facade:0, Cable Facade - Green Wool
appliedenergistics2:facade:0, Cable Facade - Brown Wool
appliedenergistics2:facade:0, Cable Facade - Brown Wool
appliedenergistics2:facade:0, Cable Facade - Blue Wool
appliedenergistics2:facade:0, Cable Facade - Blue Wool
appliedenergistics2:facade:0, Cable Facade - Purple Wool
appliedenergistics2:facade:0, Cable Facade - Purple Wool
appliedenergistics2:facade:0, Cable Facade - Cyan Wool
appliedenergistics2:facade:0, Cable Facade - Cyan Wool
appliedenergistics2:facade:0, Cable Facade - Light Gray Wool
appliedenergistics2:facade:0, Cable Facade - Light Gray Wool
appliedenergistics2:facade:0, Cable Facade - Gray Wool
appliedenergistics2:facade:0, Cable Facade - Gray Wool
appliedenergistics2:facade:0, Cable Facade - Pink Wool
appliedenergistics2:facade:0, Cable Facade - Pink Wool
appliedenergistics2:facade:0, Cable Facade - Lime Wool
appliedenergistics2:facade:0, Cable Facade - Lime Wool
appliedenergistics2:facade:0, Cable Facade - Yellow Wool
appliedenergistics2:facade:0, Cable Facade - Yellow Wool
appliedenergistics2:facade:0, Cable Facade - Light Blue Wool
appliedenergistics2:facade:0, Cable Facade - Light Blue Wool
appliedenergistics2:facade:0, Cable Facade - Magenta Wool
appliedenergistics2:facade:0, Cable Facade - Magenta Wool
appliedenergistics2:facade:0, Cable Facade - Orange Wool
appliedenergistics2:facade:0, Cable Facade - Orange Wool
appliedenergistics2:facade:0, Cable Facade - Wool
appliedenergistics2:facade:0, Cable Facade - Wool
appliedenergistics2:facade:0, Cable Facade - Grout
appliedenergistics2:facade:0, Cable Facade - Green Slimy Mud
appliedenergistics2:facade:0, Cable Facade - Blue Slimy Mud
appliedenergistics2:facade:0, Cable Facade - Graveyard Soil
appliedenergistics2:facade:0, Cable Facade - Consecrated Soil
appliedenergistics2:facade:0, Cable Facade - Slimy Magma Mud
appliedenergistics2:facade:0, Cable Facade - Congealed Slime Block
appliedenergistics2:facade:0, Cable Facade - Congealed Slime Block
appliedenergistics2:facade:0, Cable Facade - Congealed Slime Block
appliedenergistics2:facade:0, Cable Facade - Congealed Bloodblock
appliedenergistics2:facade:0, Cable Facade - Congealed Slime Block
appliedenergistics2:facade:0, Cable Facade - Cobalt Ore
appliedenergistics2:facade:0, Cable Facade - Ardite Ore
appliedenergistics2:facade:0, Cable Facade - Lavawood
appliedenergistics2:facade:0, Cable Facade - Firewood
appliedenergistics2:facade:0, Cable Facade - Mud Bricks
appliedenergistics2:facade:0, Cable Facade - Block of Cobalt
appliedenergistics2:facade:0, Cable Facade - Block of Ardite
appliedenergistics2:facade:0, Cable Facade - Block of Manyullyn
appliedenergistics2:facade:0, Cable Facade - Block of Knightslime
appliedenergistics2:facade:0, Cable Facade - Block of Pigiron
appliedenergistics2:facade:0, Cable Facade - Silky Block of Jewel
appliedenergistics2:facade:0, Cable Facade - Green Slimy Dirt
appliedenergistics2:facade:0, Cable Facade - Blue Slimy Dirt
appliedenergistics2:facade:0, Cable Facade - Purple Slimy Dirt
appliedenergistics2:facade:0, Cable Facade - Magma Slimy Dirt
appliedenergistics2:facade:0, Cable Facade - Slimy Grass
appliedenergistics2:facade:0, Cable Facade - Green Slimy Grass
appliedenergistics2:facade:0, Cable Facade - Blue Slimy Grass
appliedenergistics2:facade:0, Cable Facade - Purple Slimy Grass
appliedenergistics2:facade:0, Cable Facade - Magma Slimy Grass
appliedenergistics2:facade:0, Cable Facade - Slimy Grass
appliedenergistics2:facade:0, Cable Facade - Green Slimy Grass
appliedenergistics2:facade:0, Cable Facade - Blue Slimy Grass
appliedenergistics2:facade:0, Cable Facade - Purple Slimy Grass
appliedenergistics2:facade:0, Cable Facade - Magma Slimy Grass
appliedenergistics2:facade:0, Cable Facade - Slimy Grass
appliedenergistics2:facade:0, Cable Facade - Green Slimy Grass
appliedenergistics2:facade:0, Cable Facade - Blue Slimy Grass
appliedenergistics2:facade:0, Cable Facade - Purple Slimy Grass
appliedenergistics2:facade:0, Cable Facade - Magma Slimy Grass
appliedenergistics2:facade:0, Cable Facade - Slimy Leaves
appliedenergistics2:facade:0, Cable Facade - Slimy Leaves
appliedenergistics2:facade:0, Cable Facade - Slimy Leaves
appliedenergistics2:facade:0, Cable Facade - Dried Clay
appliedenergistics2:facade:0, Cable Facade - Dried Bricks
appliedenergistics2:facade:0, Cable Facade - Smooth Brownstone
appliedenergistics2:facade:0, Cable Facade - Rough Brownstone
appliedenergistics2:facade:0, Cable Facade - Brownstone Paver
appliedenergistics2:facade:0, Cable Facade - Brownstone Bricks
appliedenergistics2:facade:0, Cable Facade - Cracked Brownstone Bricks
appliedenergistics2:facade:0, Cable Facade - Fancy Brownstone Bricks
appliedenergistics2:facade:0, Cable Facade - Square Brownstone Bricks
appliedenergistics2:facade:0, Cable Facade - Brownstone Road
appliedenergistics2:facade:0, Cable Facade - Brownstone Creeperface
appliedenergistics2:facade:0, Cable Facade - Triangle Brownstone Bricks
appliedenergistics2:facade:0, Cable Facade - Small Brownstone Bricks
appliedenergistics2:facade:0, Cable Facade - Brownstone Tiles
appliedenergistics2:facade:0, Cable Facade - Slime Block
appliedenergistics2:facade:0, Cable Facade - Slime Block
appliedenergistics2:facade:0, Cable Facade - Blood Slime Block
appliedenergistics2:facade:0, Cable Facade - Slime Block
appliedenergistics2:facade:0, Cable Facade - Highlands Grass
appliedenergistics2:facade:0, Cable Facade - Enchanted Grass
appliedenergistics2:facade:0, Cable Facade - Arctic Grass
appliedenergistics2:facade:0, Cable Facade - Magnetic Grass
appliedenergistics2:facade:0, Cable Facade - Irradiated Grass
appliedenergistics2:facade:0, Cable Facade - Aether Dirt
appliedenergistics2:facade:0, Cable Facade - Coarse Aether Dirt
appliedenergistics2:facade:0, Cable Facade - Quicksoil
appliedenergistics2:facade:0, Cable Facade - Highlands Snow
appliedenergistics2:facade:0, Cable Facade - Highlands Ice
appliedenergistics2:facade:0, Cable Facade - Highlands Packed Ice
appliedenergistics2:facade:0, Cable Facade - Ferrosite Sand
appliedenergistics2:facade:0, Cable Facade - Holystone
appliedenergistics2:facade:0, Cable Facade - Mossy Holystone
appliedenergistics2:facade:0, Cable Facade - Ambrosium Ore
appliedenergistics2:facade:0, Cable Facade - Icestone Ore
appliedenergistics2:facade:0, Cable Facade - Zanite Ore
appliedenergistics2:facade:0, Cable Facade - Arkenium Ore
appliedenergistics2:facade:0, Cable Facade - Gravitite Ore
appliedenergistics2:facade:0, Cable Facade - Ferrosite
appliedenergistics2:facade:0, Cable Facade - Rusted Ferrosite
appliedenergistics2:facade:0, Cable Facade - Skyroot Wood
appliedenergistics2:facade:0, Cable Facade - Wisproot Wood
appliedenergistics2:facade:0, Cable Facade - Greatroot Wood
appliedenergistics2:facade:0, Cable Facade - Amberoot Wood
appliedenergistics2:facade:0, Cable Facade - Woven Skyroot Sticks
appliedenergistics2:facade:0, Cable Facade - Highlands Bush
appliedenergistics2:facade:0, Cable Facade - Green Skyroot Leaves
appliedenergistics2:facade:0, Cable Facade - Blue Skyroot Leaves
appliedenergistics2:facade:0, Cable Facade - Dark Blue Skyroot Leaves
appliedenergistics2:facade:0, Cable Facade - Green Wisproot Leaves
appliedenergistics2:facade:0, Cable Facade - Blue Wisproot Leaves
appliedenergistics2:facade:0, Cable Facade - Dark Blue Wisproot Leaves
appliedenergistics2:facade:0, Cable Facade - Green Greatroot Leaves
appliedenergistics2:facade:0, Cable Facade - Blue Greatroot Leaves
appliedenergistics2:facade:0, Cable Facade - Dark Blue Greatroot Leaves
appliedenergistics2:facade:0, Cable Facade - Amberoot Leaves
appliedenergistics2:facade:0, Cable Facade - Mutated Leaves
appliedenergistics2:facade:0, Cable Facade - Decorated Mutated Leaves
appliedenergistics2:facade:0, Cable Facade - Plumproot
appliedenergistics2:facade:0, Cable Facade - Skyroot Planks
appliedenergistics2:facade:0, Cable Facade - Wisproot Planks
appliedenergistics2:facade:0, Cable Facade - Greatroot Planks
appliedenergistics2:facade:0, Cable Facade - Holystone Bricks
appliedenergistics2:facade:0, Cable Facade - Agiosite
appliedenergistics2:facade:0, Cable Facade - Agiosite Bricks
appliedenergistics2:facade:0, Cable Facade - Icestone Bricks
appliedenergistics2:facade:0, Cable Facade - Cloudwool
appliedenergistics2:facade:0, Cable Facade - Skyroot Bookshelf
appliedenergistics2:facade:0, Cable Facade - Holystone Bookshelf
appliedenergistics2:facade:0, Cable Facade - Block of Zanite
appliedenergistics2:facade:0, Cable Facade - Block of Gravitite
appliedenergistics2:facade:0, Cable Facade - Sentrystone Bricks
appliedenergistics2:facade:0, Cable Facade - Hellfirestone Bricks
appliedenergistics2:facade:0, Cable Facade - Candy Cane Block
appliedenergistics2:facade:0, Cable Facade - Decorative Skyroot Planks
appliedenergistics2:facade:0, Cable Facade - Decorative Skyroot Planks
appliedenergistics2:facade:0, Cable Facade - Decorative Skyroot Planks
appliedenergistics2:facade:0, Cable Facade - Decorative Skyroot Planks
appliedenergistics2:facade:0, Cable Facade - Decorative Skyroot Planks
appliedenergistics2:facade:0, Cable Facade - Decorative Skyroot Planks
appliedenergistics2:facade:0, Cable Facade - Decorative Skyroot Planks
appliedenergistics2:facade:0, Cable Facade - Decorative Skyroot Planks
appliedenergistics2:facade:0, Cable Facade - Skyroot Beam
appliedenergistics2:facade:0, Cable Facade - Decorative Wisproot Planks
appliedenergistics2:facade:0, Cable Facade - Decorative Wisproot Planks
appliedenergistics2:facade:0, Cable Facade - Decorative Wisproot Planks
appliedenergistics2:facade:0, Cable Facade - Decorative Wisproot Planks
appliedenergistics2:facade:0, Cable Facade - Decorative Wisproot Planks
appliedenergistics2:facade:0, Cable Facade - Decorative Wisproot Planks
appliedenergistics2:facade:0, Cable Facade - Decorative Wisproot Planks
appliedenergistics2:facade:0, Cable Facade - Decorative Wisproot Planks
appliedenergistics2:facade:0, Cable Facade - Wisproot Beam
appliedenergistics2:facade:0, Cable Facade - Decorative Greatroot Planks
appliedenergistics2:facade:0, Cable Facade - Decorative Greatroot Planks
appliedenergistics2:facade:0, Cable Facade - Decorative Greatroot Planks
appliedenergistics2:facade:0, Cable Facade - Decorative Greatroot Planks
appliedenergistics2:facade:0, Cable Facade - Decorative Greatroot Planks
appliedenergistics2:facade:0, Cable Facade - Decorative Greatroot Planks
appliedenergistics2:facade:0, Cable Facade - Decorative Greatroot Planks
appliedenergistics2:facade:0, Cable Facade - Decorative Greatroot Planks
appliedenergistics2:facade:0, Cable Facade - Greatroot Beam
appliedenergistics2:facade:0, Cable Facade - Decorative Holystone Bricks
appliedenergistics2:facade:0, Cable Facade - Decorative Holystone Bricks
appliedenergistics2:facade:0, Cable Facade - Decorative Holystone Bricks
appliedenergistics2:facade:0, Cable Facade - Decorative Holystone Bricks
appliedenergistics2:facade:0, Cable Facade - Decorative Holystone Bricks
appliedenergistics2:facade:0, Cable Facade - Decorative Holystone Bricks
appliedenergistics2:facade:0, Cable Facade - Decorative Holystone Bricks
appliedenergistics2:facade:0, Cable Facade - Holystone Brick Pillar
appliedenergistics2:facade:0, Cable Facade - Faded Holystone Bricks
appliedenergistics2:facade:0, Cable Facade - Decorative Faded Holystone Bricks
appliedenergistics2:facade:0, Cable Facade - Decorative Faded Holystone Bricks
appliedenergistics2:facade:0, Cable Facade - Decorative Faded Holystone Bricks
appliedenergistics2:facade:0, Cable Facade - Decorative Faded Holystone Bricks
appliedenergistics2:facade:0, Cable Facade - Decorative Faded Holystone Bricks
appliedenergistics2:facade:0, Cable Facade - Decorative Faded Holystone Bricks
